customer_id,order_date,store_name,status,total_amount,order_reference
494,6 November 2024,PlazaStore,Shipped,405.78,ORD_0147
495,22 October 2023,MainStore,COMPLETED,671.5,ORD_0148
425,15/11/2022,CityStore,cancelled,365.72,ORD_0149
546,6 May 2023,NorthStore,cancelled,31.35,ORD_0150
42,07/12/2023,SouthStore,Completed,795.23,ORD_0151
132,22 November 2023,PlazaStore,pending,756.71,ORD_0152
396,11-07-2023,NorthStore,completed,399.28,ORD_0153
165,2024-06-23,NorthStore,Shipped,652.23,ORD_0154
583,4 April 2024,,cancelled,5.8,ORD_0155
534,2023-07-27,MarketStore,Cancelled,711.28,ORD_0156
67,1 November 2022,NorthStore,Pending,671.27,ORD_0157
533,20/09/2024,,Shipped,168.11,ORD_0158
342,07/12/2022,PlazaStore,Completed,324.0,ORD_0159
559,2 August 2024,MarketStore,Completed,181.86,ORD_0160
436,10-21-2023,MarketStore,Pending,65.81,ORD_0161
472,07/04/2023,EastStore,Shipped,281.22,ORD_0162
210,09-10-2023,SouthStore,SHIPPED,257.38,ORD_0163
239,15 June 2024,WestStore,pending,182.67,ORD_0164
256,03-15-2024,PlazaStore,shipped,170.15,ORD_0165
151,17/10/2022,SouthStore,Pending,616.84,ORD_0166
32,05-08-2024,CenterStore,SHIPPED,457.9,ORD_0167
50,28 October 2023,SouthStore,Completed,624.14,ORD_0168
590,01-21-2023,SouthStore,Pending,334.05,ORD_0169
518,14/09/2023,PlazaStore,Completed,113.66,ORD_0170
16,2022-12-13,MarketStore,Pending,478.21,ORD_0171
114,09-17-2023,NorthStore,Completed,143.8,ORD_0172
451,26/10/2023,CenterStore,pending,138.72,ORD_0173
288,27/05/2022,PlazaStore,Pending,692.41,ORD_0174
38,2024-01-22,HarborStore,Completed,117.92,ORD_0175
509,2022-05-08,MainStore,SHIPPED,489.32,ORD_0176
576,14 February 2024,PlazaStore,Shipped,63.67,ORD_0177
292,2024-01-20,HarborStore,COMPLETED,762.17,ORD_0178
576,16/06/2022,CenterStore,pending,128.52,ORD_0179
511,2022-08-21,NorthStore,COMPLETED,742.22,ORD_0180
205,9 March 2022,WestStore,Cancelled,203.1,ORD_0181
189,06-08-2022,CityStore,cancelled,716.2,ORD_0182
248,9 June 2024,MarketStore,Completed,71.07,ORD_0183
70,2023-02-06,EastStore,COMPLETED,123.13,ORD_0184
298,19/02/2022,CityStore,cancelled,781.85,ORD_0185
85,12/07/2022,HarborStore,Pending,690.63,ORD_0186
192,13/08/2023,SouthStore,completed,354.97,ORD_0187
50,07-05-2022,CityStore,SHIPPED,366.35,ORD_0188
226,02-06-2022,PlazaStore,pending,141.58,ORD_0189
252,10-24-2022,MarketStore,Pending,460.68,ORD_0190
296,2023-11-11,WestStore,Cancelled,224.38,ORD_0191
107,2024-06-26,CityStore,Cancelled,718.13,ORD_0192
168,7 July 2022,EastStore,Completed,511.37,ORD_0193
276,2022-05-04,NorthStore,pending,178.5,ORD_0194
267,10-21-2023,EastStore,COMPLETED,677.8,ORD_0195
120,25 September 2022,WestStore,Pending,215.77,ORD_0196
539,2022-08-07,HarborStore,Pending,405.99,ORD_0197
557,12-18-2024,HarborStore,completed,755.59,ORD_0198
522,12/10/2024,CenterStore,shipped,695.05,ORD_0199
486,11-13-2024,HarborStore,COMPLETED,379.05,ORD_0200
532,13/01/2024,CityStore,cancelled,178.78,ORD_0201
201,03/02/2022,,Shipped,50.93,ORD_0202
176,2024-11-14,PlazaStore,shipped,748.38,ORD_0203
522,02-04-2024,CenterStore,Cancelled,611.97,ORD_0204
485,01/09/2023,MainStore,COMPLETED,442.91,ORD_0205
275,06-18-2023,HarborStore,shipped,219.3,ORD_0206
185,2022-09-27,CenterStore,cancelled,18.37,ORD_0207
489,07-20-2022,CenterStore,completed,14.41,ORD_0208
239,2023-08-28,MainStore,cancelled,379.68,ORD_0209
340,09/12/2022,EastStore,Shipped,144.47,ORD_0210
443,2023-02-08,CityStore,shipped,242.11,ORD_0211
523,04/12/2024,WestStore,Pending,553.41,ORD_0212
370,12-18-2024,,SHIPPED,386.86,ORD_0213
26,02-08-2023,CenterStore,completed,212.17,ORD_0214
1,2023-06-09,WestStore,Shipped,243.41,ORD_0215
490,5 August 2023,NorthStore,completed,757.26,ORD_0216
103,2024-02-01,MarketStore,Cancelled,773.22,ORD_0217
571,2023-02-13,WestStore,cancelled,568.25,ORD_0218
335,02/05/2024,CityStore,COMPLETED,486.07,ORD_0219
122,21 July 2024,HarborStore,cancelled,526.3,ORD_0220
128,2023-07-18,EastStore,Pending,177.72,ORD_0221
161,06-07-2023,MainStore,Cancelled,768.42,ORD_0222
143,09/12/2023,MainStore,Completed,252.85,ORD_0223
376,2023-07-23,EastStore,pending,671.52,ORD_0224
11,3 January 2023,SouthStore,pending,250.91,ORD_0225
9,16/05/2023,WestStore,completed,624.28,ORD_0226
386,2 April 2022,MarketStore,COMPLETED,762.39,ORD_0227
316,2024-05-20,,Cancelled,258.26,ORD_0228
83,11-16-2022,MarketStore,COMPLETED,721.52,ORD_0229
176,17 May 2023,CenterStore,SHIPPED,39.22,ORD_0230
179,20/03/2023,CityStore,shipped,738.95,ORD_0231
13,09-13-2024,PlazaStore,pending,757.73,ORD_0232
144,01-19-2024,PlazaStore,Pending,412.38,ORD_0233
180,03-21-2022,HarborStore,Completed,593.18,ORD_0234
367,08/12/2024,,Shipped,607.45,ORD_0235
203,2022-05-28,,cancelled,61.62,ORD_0236
531,07-13-2024,,Cancelled,718.2,ORD_0237
125,2022-06-10,CenterStore,cancelled,21.98,ORD_0238
458,07-01-2023,CenterStore,COMPLETED,723.64,ORD_0239
518,01-09-2022,NorthStore,Shipped,253.26,ORD_0240
245,03-22-2024,EastStore,COMPLETED,301.45,ORD_0241
492,03-16-2024,WestStore,Pending,578.27,ORD_0242
451,11/09/2024,PlazaStore,cancelled,486.14,ORD_0243
486,2023-07-13,MainStore,Completed,556.52,ORD_0244
61,2 January 2022,WestStore,SHIPPED,97.43,ORD_0245
10,2022-06-16,NorthStore,completed,322.95,ORD_0246
578,15/12/2022,,Shipped,283.6,ORD_0247
562,07-19-2024,SouthStore,Completed,600.2,ORD_0248
548,25 August 2022,CityStore,COMPLETED,441.92,ORD_0249
289,22 March 2024,MainStore,SHIPPED,291.85,ORD_0250
407,2024-01-12,MarketStore,Completed,139.71,ORD_0251
482,04-09-2023,CityStore,pending,377.16,ORD_0252
292,21/01/2022,HarborStore,SHIPPED,463.85,ORD_0253
240,17/06/2024,PlazaStore,shipped,537.57,ORD_0254
186,07-12-2022,MarketStore,Cancelled,727.53,ORD_0255
373,21/03/2022,EastStore,pending,205.89,ORD_0256
199,2022-01-20,NorthStore,COMPLETED,225.12,ORD_0257
331,08-26-2024,HarborStore,Cancelled,658.66,ORD_0258
152,11-18-2024,NorthStore,COMPLETED,605.97,ORD_0259
243,20 September 2023,PlazaStore,completed,52.66,ORD_0260
457,18/03/2022,PlazaStore,completed,332.91,ORD_0261
579,2022-12-16,PlazaStore,pending,680.66,ORD_0262
142,2023-09-01,SouthStore,COMPLETED,693.67,ORD_0263
431,10-20-2023,MainStore,SHIPPED,158.0,ORD_0264
94,11-15-2023,CenterStore,Shipped,722.21,ORD_0265
571,7 August 2023,NorthStore,Pending,232.06,ORD_0266
471,2022-12-10,EastStore,pending,265.49,ORD_0267
591,2022-01-11,CenterStore,shipped,63.66,ORD_0268
39,21 May 2024,MarketStore,pending,587.56,ORD_0269
476,19/11/2024,HarborStore,cancelled,686.18,ORD_0270
356,2023-04-03,MarketStore,completed,790.08,ORD_0271
407,2022-04-02,EastStore,Shipped,299.48,ORD_0272
348,4 April 2024,MainStore,Completed,533.28,ORD_0273
404,19/05/2024,EastStore,Cancelled,731.0,ORD_0274
455,1 August 2023,MainStore,Shipped,59.59,ORD_0275
241,28/04/2023,CityStore,Shipped,722.31,ORD_0276
125,1 April 2023,CityStore,Shipped,780.48,ORD_0277
426,2022-12-22,SouthStore,SHIPPED,535.33,ORD_0278
564,05/06/2024,MainStore,Completed,135.42,ORD_0279
350,01-05-2022,MainStore,COMPLETED,559.34,ORD_0280
385,06-11-2022,HarborStore,completed,653.35,ORD_0281
71,4 December 2024,MarketStore,Cancelled,741.73,ORD_0282
579,2024-10-26,PlazaStore,Completed,302.26,ORD_0283
25,27 October 2024,SouthStore,pending,280.02,ORD_0284
6,23/04/2024,CityStore,cancelled,215.93,ORD_0285
103,03-22-2023,PlazaStore,cancelled,651.6,ORD_0286
580,2022-09-10,,completed,737.5,ORD_0287
132,8 December 2024,WestStore,SHIPPED,641.25,ORD_0288
25,2022-03-03,SouthStore,pending,408.83,ORD_0289
54,04-20-2023,WestStore,Pending,707.62,ORD_0290
121,09-15-2024,HarborStore,SHIPPED,16.66,ORD_0291
354,03-05-2023,NorthStore,completed,192.54,ORD_0292
346,12-28-2022,SouthStore,COMPLETED,661.39,ORD_0293
219,13/07/2024,,Completed,601.07,ORD_0294
205,10/10/2022,NorthStore,pending,339.13,ORD_0295
6,09-17-2023,MainStore,completed,385.42,ORD_0296
152,2024-08-16,NorthStore,completed,517.52,ORD_0297
380,03/10/2024,NorthStore,COMPLETED,183.56,ORD_0298
499,07-08-2024,PlazaStore,Pending,251.97,ORD_0299
236,17/04/2024,MarketStore,pending,139.0,ORD_0300
588,16/11/2022,,Cancelled,228.18,ORD_0301
50,08-04-2023,EastStore,SHIPPED,221.12,ORD_0302
585,26/09/2022,HarborStore,pending,159.42,ORD_0303
462,2022-03-08,PlazaStore,SHIPPED,545.59,ORD_0304
135,16 June 2022,CenterStore,pending,30.82,ORD_0305
100,2022-06-23,PlazaStore,pending,236.24,ORD_0306
443,12 May 2024,EastStore,Pending,662.69,ORD_0307
356,04-22-2024,NorthStore,Completed,579.13,ORD_0308
329,01-06-2023,EastStore,shipped,482.0,ORD_0309
197,05-10-2024,PlazaStore,COMPLETED,740.83,ORD_0310
306,5 May 2023,NorthStore,completed,81.54,ORD_0311
176,2023-02-16,NorthStore,Completed,573.16,ORD_0312
542,06-06-2022,CityStore,cancelled,172.12,ORD_0313
485,05-19-2022,,Completed,462.88,ORD_0314
71,12-09-2024,MainStore,completed,434.72,ORD_0315
66,01/07/2024,NorthStore,COMPLETED,70.2,ORD_0316
421,05-22-2022,CityStore,SHIPPED,144.76,ORD_0317
410,2024-06-03,NorthStore,Pending,664.13,ORD_0318
246,24/02/2022,PlazaStore,Pending,144.18,ORD_0319
128,2023-01-20,WestStore,completed,305.71,ORD_0320
562,07/01/2022,MarketStore,COMPLETED,445.99,ORD_0321
285,2023-12-23,EastStore,shipped,219.57,ORD_0322
461,09/11/2024,CityStore,shipped,753.71,ORD_0323
440,2023-06-15,PlazaStore,COMPLETED,369.34,ORD_0324
343,2023-01-05,SouthStore,Pending,666.05,ORD_0325
181,2024-07-21,PlazaStore,Cancelled,407.69,ORD_0326
181,11-16-2023,MainStore,Pending,690.19,ORD_0327
164,11-03-2023,EastStore,COMPLETED,257.37,ORD_0328
448,21/02/2022,NorthStore,shipped,610.72,ORD_0329
35,2024-01-19,HarborStore,Completed,355.86,ORD_0330
81,07-02-2024,MainStore,Pending,352.37,ORD_0331
161,09-11-2024,WestStore,SHIPPED,233.8,ORD_0332
327,27 October 2024,HarborStore,Cancelled,367.13,ORD_0333
19,2023-02-16,HarborStore,pending,450.91,ORD_0334
445,23/02/2024,PlazaStore,Completed,591.26,ORD_0335
335,18 March 2022,NorthStore,shipped,710.76,ORD_0336
290,22 March 2024,CenterStore,cancelled,560.32,ORD_0337
487,2024-10-09,SouthStore,cancelled,649.91,ORD_0338
296,2022-10-16,WestStore,Completed,204.3,ORD_0339
286,24 July 2022,MainStore,pending,232.53,ORD_0340
599,05/05/2023,PlazaStore,cancelled,261.6,ORD_0341
163,02-15-2022,MainStore,SHIPPED,603.07,ORD_0342
590,02/08/2022,NorthStore,Shipped,416.39,ORD_0343
556,12/08/2024,PlazaStore,COMPLETED,203.49,ORD_0344
517,2024-10-15,PlazaStore,SHIPPED,441.24,ORD_0345
381,12 September 2022,,Cancelled,632.35,ORD_0346
437,24/03/2022,WestStore,COMPLETED,751.31,ORD_0347
469,27 December 2022,MainStore,COMPLETED,434.41,ORD_0348
80,26 December 2024,WestStore,Cancelled,694.71,ORD_0349
422,2022-09-20,EastStore,pending,296.57,ORD_0350
478,09-05-2022,MarketStore,COMPLETED,59.95,ORD_0351
77,20 September 2024,PlazaStore,Shipped,79.98,ORD_0352
423,13 March 2024,WestStore,Shipped,703.12,ORD_0353
28,2022-06-26,NorthStore,shipped,34.63,ORD_0354
284,07-05-2024,SouthStore,pending,437.16,ORD_0355
467,10 October 2023,MainStore,shipped,729.19,ORD_0356
463,07-17-2024,CityStore,Shipped,741.71,ORD_0357
6,12 July 2023,PlazaStore,completed,728.37,ORD_0358
253,2023-06-05,EastStore,Shipped,717.36,ORD_0359
255,07-19-2022,MarketStore,Pending,515.56,ORD_0360
27,16/07/2024,MainStore,COMPLETED,241.38,ORD_0361
117,22 April 2022,,Cancelled,275.39,ORD_0362
388,02-13-2024,,COMPLETED,128.23,ORD_0363
181,2024-09-20,MainStore,completed,407.99,ORD_0364
64,18/02/2023,WestStore,completed,260.43,ORD_0365
415,2024-01-14,MainStore,Pending,473.02,ORD_0366
340,2022-01-06,CenterStore,cancelled,475.0,ORD_0367
419,09/09/2024,,Shipped,411.95,ORD_0368
559,2022-04-27,MarketStore,Cancelled,668.95,ORD_0369
104,12-17-2024,NorthStore,pending,146.2,ORD_0370
419,10-23-2024,NorthStore,completed,297.15,ORD_0371
395,2023-01-11,CityStore,Pending,512.9,ORD_0372
68,16 May 2023,MainStore,completed,423.51,ORD_0373
562,14 July 2022,SouthStore,cancelled,605.67,ORD_0374
202,21/05/2023,MainStore,Shipped,51.84,ORD_0375
326,08-16-2022,MainStore,SHIPPED,742.32,ORD_0376
597,2 March 2023,CenterStore,Cancelled,67.36,ORD_0377
327,22 May 2024,CenterStore,COMPLETED,255.14,ORD_0378
380,02-13-2022,MarketStore,completed,333.52,ORD_0379
8,02-15-2024,SouthStore,completed,725.63,ORD_0380
75,23 January 2022,CityStore,pending,467.31,ORD_0381
364,05/10/2022,CityStore,completed,605.27,ORD_0382
294,13/10/2024,NorthStore,completed,211.84,ORD_0383
428,27/04/2023,NorthStore,Cancelled,486.4,ORD_0384
491,2022-05-14,MarketStore,SHIPPED,739.89,ORD_0385
89,2023-12-12,HarborStore,cancelled,152.13,ORD_0386
438,04/08/2022,CenterStore,pending,580.29,ORD_0387
487,2023-02-06,WestStore,Cancelled,53.01,ORD_0388
431,01-14-2023,HarborStore,shipped,188.37,ORD_0389
560,02-22-2022,EastStore,pending,452.83,ORD_0390
542,12-07-2022,CityStore,Shipped,432.26,ORD_0391
307,05-19-2024,CenterStore,COMPLETED,627.88,ORD_0392
326,01-16-2024,,Shipped,156.74,ORD_0393
339,01-07-2023,MarketStore,pending,436.52,ORD_0394
298,22 August 2023,PlazaStore,Pending,766.02,ORD_0395
373,1 August 2023,SouthStore,Shipped,564.62,ORD_0396
384,4 May 2024,,SHIPPED,771.1,ORD_0397
502,2024-10-06,CityStore,Pending,91.18,ORD_0398
276,2023-06-13,SouthStore,Pending,442.63,ORD_0399
544,06-14-2022,HarborStore,Shipped,333.29,ORD_0400
355,2023-08-16,WestStore,SHIPPED,30.78,ORD_0401
319,12-19-2022,PlazaStore,COMPLETED,747.29,ORD_0402
266,20/11/2024,WestStore,cancelled,585.53,ORD_0403
368,2022-09-20,MarketStore,Cancelled,659.53,ORD_0404
582,11 April 2022,MarketStore,Shipped,352.91,ORD_0405
172,23/03/2024,PlazaStore,Completed,446.74,ORD_0406
560,11/04/2022,WestStore,completed,87.22,ORD_0407
488,26 December 2024,,Completed,240.03,ORD_0408
247,13 May 2022,EastStore,Completed,734.06,ORD_0409
269,01/07/2023,SouthStore,shipped,306.68,ORD_0410
383,10 December 2024,MainStore,shipped,189.22,ORD_0411
512,07-22-2024,EastStore,Pending,661.43,ORD_0412
519,14/05/2023,PlazaStore,SHIPPED,647.48,ORD_0413
316,28/08/2024,EastStore,Cancelled,644.17,ORD_0414
359,12 June 2023,MarketStore,pending,583.97,ORD_0415
411,18/06/2023,HarborStore,SHIPPED,186.47,ORD_0416
318,2022-01-07,,pending,502.13,ORD_0417
67,9 October 2024,MarketStore,Pending,433.34,ORD_0418
240,16/12/2022,HarborStore,pending,357.63,ORD_0419
40,22/03/2023,MainStore,SHIPPED,202.79,ORD_0420
110,21 March 2024,,completed,30.77,ORD_0421
187,18 March 2022,SouthStore,shipped,513.2,ORD_0422
450,03/06/2024,NorthStore,SHIPPED,104.19,ORD_0423
237,10-16-2024,PlazaStore,Cancelled,435.39,ORD_0424
222,07/10/2023,CenterStore,completed,236.92,ORD_0425
434,12-18-2023,MarketStore,Pending,309.69,ORD_0426
389,5 May 2022,MainStore,cancelled,154.21,ORD_0427
159,04/07/2024,HarborStore,Pending,330.43,ORD_0428
213,05-24-2024,SouthStore,SHIPPED,366.87,ORD_0429
189,02/08/2022,WestStore,completed,209.21,ORD_0430
277,10-23-2023,MarketStore,pending,460.29,ORD_0431
70,20/07/2024,PlazaStore,COMPLETED,500.07,ORD_0432
525,8 May 2022,CenterStore,Pending,517.31,ORD_0433
240,06-16-2022,HarborStore,Cancelled,625.91,ORD_0434
371,1 July 2024,MarketStore,cancelled,597.41,ORD_0435
398,6 December 2024,MainStore,Completed,488.6,ORD_0436
96,28/02/2023,HarborStore,Completed,532.17,ORD_0437
528,20 July 2023,NorthStore,Cancelled,770.44,ORD_0438
320,08/09/2022,,Shipped,733.26,ORD_0439
155,18/01/2022,PlazaStore,cancelled,213.62,ORD_0440
470,2023-03-07,WestStore,SHIPPED,633.01,ORD_0441
534,17/08/2022,SouthStore,SHIPPED,480.18,ORD_0442
402,04/05/2022,CityStore,Shipped,317.21,ORD_0443
36,24/03/2023,CenterStore,SHIPPED,754.88,ORD_0444
511,9 August 2022,NorthStore,cancelled,347.1,ORD_0445
59,17 April 2023,CenterStore,cancelled,328.15,ORD_0446
173,10-28-2022,NorthStore,shipped,646.64,ORD_0447
398,10-11-2024,SouthStore,Cancelled,799.7,ORD_0448
445,25/02/2022,MainStore,cancelled,729.93,ORD_0449
341,02-03-2022,PlazaStore,Pending,374.69,ORD_0450
553,21 June 2023,SouthStore,cancelled,397.72,ORD_0451
445,04/12/2022,MainStore,cancelled,297.1,ORD_0452
307,05-05-2022,EastStore,Completed,728.59,ORD_0453
332,18/10/2024,CityStore,Completed,515.72,ORD_0454
290,23 February 2023,CenterStore,Pending,509.61,ORD_0455
433,2023-10-27,CenterStore,shipped,230.68,ORD_0456
24,28/03/2022,NorthStore,Shipped,265.54,ORD_0457
410,2022-12-04,WestStore,shipped,231.43,ORD_0458
577,2022-03-22,EastStore,cancelled,445.89,ORD_0459
255,16 February 2024,SouthStore,pending,564.31,ORD_0460
308,19 July 2022,NorthStore,COMPLETED,356.27,ORD_0461
502,2024-12-23,NorthStore,cancelled,157.57,ORD_0462
